PathA,PathB,Similarity,Notebook similarity
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_40.py,94,81
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_41.py,74,92
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_42.py,93,83
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_43.py,90,86
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_44.py,92,82
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_45.py,95,94
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_46.py,91,92
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_47.py,76,93
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_48.py,72,87
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_49.py,96,94
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_5.py,94,86
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_50.py,61,68
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_51.py,93,83
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_52.py,41,90
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_53.py,93,84
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_54.py,74,80
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_55.py,91,85
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_56.py,87,89
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_57.py,74,86
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_58.py,93,87
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_59.py,94,91
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_6.py,61,91
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_60.py,93,91
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_61.py,93,57
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_62.py,87,78
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_63.py,86,78
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_64.py,91,89
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_65.py,62,89
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_66.py,93,87
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_67.py,69,92
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_68.py,93,91
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_69.py,33,92
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_7.py,76,72
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_70.py,73,87
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_71.py,75,91
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_72.py,93,83
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_73.py,89,87
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_74.py,88,77
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_75.py,89,88
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_76.py,77,87
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_77.py,89,80
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_78.py,84,88
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_79.py,92,89
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_8.py,77,83
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_80.py,86,86
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_81.py,34,90
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_82.py,73,90
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_83.py,92,82
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_84.py,60,88
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_85.py,77,91
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_86.py,62,83
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_87.py,71,88
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_88.py,94,90
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_89.py,36,91
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_9.py,60,84
./submissions/task04/auto/submission_0.py,./submissions/task04/auto/submission_90.py,80,75
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_10.py,17,17
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_11.py,60,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_12.py,85,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_13.py,73,92
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_14.py,92,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_15.py,71,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_16.py,82,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_17.py,92,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_18.py,88,89
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_19.py,31,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_2.py,76,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_20.py,91,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_21.py,71,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_22.py,77,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_23.py,80,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_24.py,74,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_25.py,87,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_26.py,56,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_27.py,69,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_28.py,60,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_29.py,71,84
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_3.py,44,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_30.py,89,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_31.py,92,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_32.py,96,90
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_33.py,71,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_34.py,92,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_35.py,66,79
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_36.py,88,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_37.py,75,81
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_38.py,35,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_39.py,59,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_4.py,56,49
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_40.py,93,84
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_41.py,64,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_42.py,91,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_43.py,88,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_44.py,72,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_45.py,32,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_46.py,76,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_47.py,56,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_48.py,92,99
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_49.py,91,89
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_5.py,89,81
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_50.py,61,62
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_51.py,91,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_52.py,33,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_53.py,61,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_54.py,88,79
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_55.py,57,78
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_56.py,75,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_57.py,59,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_58.py,76,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_59.py,94,89
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_6.py,60,90
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_60.py,92,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_61.py,89,57
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_62.py,81,77
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_63.py,78,77
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_64.py,82,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_65.py,87,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_66.py,94,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_67.py,68,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_68.py,56,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_69.py,55,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_7.py,30,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_70.py,56,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_71.py,78,88
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_72.py,94,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_73.py,69,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_74.py,93,79
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_75.py,59,84
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_76.py,88,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_77.py,25,79
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_78.py,54,80
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_79.py,89,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_8.py,90,90
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_80.py,78,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_81.py,89,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_82.py,78,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_83.py,93,83
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_84.py,66,82
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_85.py,77,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_86.py,57,79
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_87.py,55,85
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_88.py,70,87
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_89.py,37,86
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_9.py,94,89
./submissions/task04/auto/submission_1.py,./submissions/task04/auto/submission_90.py,74,84
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_11.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_12.py,18,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_13.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_14.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_15.py,18,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_16.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_17.py,17,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_18.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_19.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_2.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_20.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_21.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_22.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_23.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_24.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_25.py,18,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_26.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_27.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_28.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_29.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_3.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_30.py,18,19
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_31.py,18,19
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_32.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_33.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_34.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_35.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_36.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_37.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_38.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_39.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_4.py,17,11
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_40.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_41.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_42.py,18,20
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_43.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_44.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_45.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_46.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_47.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_48.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_49.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_5.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_50.py,14,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_51.py,18,20
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_52.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_53.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_54.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_55.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_56.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_57.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_58.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_59.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_6.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_60.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_61.py,18,13
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_62.py,6,11
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_63.py,16,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_64.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_65.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_66.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_67.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_68.py,18,19
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_69.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_7.py,17,19
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_70.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_71.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_72.py,18,19
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_73.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_74.py,18,15
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_75.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_76.py,18,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_77.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_78.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_79.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_8.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_80.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_81.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_82.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_83.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_84.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_85.py,18,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_86.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_87.py,17,16
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_88.py,18,18
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_89.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_9.py,17,17
./submissions/task04/auto/submission_10.py,./submissions/task04/auto/submission_90.py,18,18
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_12.py,71,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_13.py,28,93
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_14.py,92,83
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_15.py,74,87
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_16.py,33,86
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_17.py,93,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_18.py,76,92
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_19.py,89,93
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_2.py,56,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_20.py,35,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_21.py,45,93
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_22.py,71,87
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_23.py,86,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_24.py,75,92
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_25.py,89,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_26.py,47,92
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_27.py,84,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_28.py,75,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_29.py,73,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_3.py,93,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_30.py,92,81
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_31.py,93,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_32.py,94,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_33.py,72,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_34.py,75,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_35.py,45,80
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_36.py,78,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_37.py,53,81
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_38.py,93,93
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_39.py,79,87
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_4.py,88,52
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_40.py,94,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_41.py,52,91
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_42.py,93,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_43.py,91,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_44.py,63,78
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_45.py,88,93
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_46.py,46,91
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_47.py,47,92
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_48.py,26,86
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_49.py,46,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_5.py,84,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_50.py,65,67
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_51.py,93,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_52.py,75,93
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_53.py,34,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_54.py,33,83
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_55.py,43,81
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_56.py,36,82
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_57.py,35,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_58.py,44,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_59.py,75,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_6.py,75,86
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_60.py,76,93
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_61.py,92,59
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_62.py,86,80
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_63.py,79,79
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_64.py,74,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_65.py,74,83
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_66.py,34,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_67.py,90,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_68.py,57,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_69.py,80,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_7.py,90,85
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_70.py,44,86
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_71.py,44,95
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_72.py,93,86
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_73.py,89,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_74.py,72,79
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_75.py,48,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_76.py,51,88
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_77.py,23,81
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_78.py,34,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_79.py,74,90
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_8.py,76,83
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_80.py,92,84
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_81.py,90,87
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_82.py,86,89
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_83.py,92,82
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_84.py,30,86
./submissions/task04/auto/submission_11.py,./submissions/task04/auto/submission_85.py,71,93
